latitude,longitude,value
37.742,-122.401,5
37.742,-122.492,10
37.742,-122.494,14
37.742,-122.471,3
37.742,-122.424,29
37.742,-122.429,9
37.742,-122.388,23
37.742,-122.481,12
37.742,-122.418,10
37.742,-122.502,1
37.742,-122.473,3
37.742,-122.499,2
37.742,-122.406,5
37.742,-122.468,7
37.742,-122.416,5
37.742,-122.434,3
37.742,-122.409,9
37.742,-122.486,5
37.742,-122.426,8
37.742,-122.503,2
37.742,-122.469,10
37.742,-122.43,6
37.742,-122.435,4
37.742,-122.485,10
37.742,-122.415,5
37.742,-122.423,5
37.742,-122.38,32
37.742,-122.48,6
37.742,-122.491,10
37.742,-122.403,3
37.742,-122.41,6
37.742,-122.483,12
37.742,-122.467,10
37.742,-122.458,2
37.742,-122.395,5
37.742,-122.504,1
37.742,-122.411,6
37.742,-122.417,2
37.742,-122.46,4
37.742,-122.454,6
37.742,-122.432,8
37.742,-122.412,2
37.742,-122.478,10
37.742,-122.493,5
37.742,-122.431,10
37.742,-122.489,5
37.742,-122.488,3
37.742,-122.477,3
37.742,-122.427,6
37.742,-122.49,9
37.742,-122.456,8
37.742,-122.402,3
37.742,-122.433,10
37.742,-122.457,2
37.742,-122.498,4
37.742,-122.448,2
37.742,-122.461,3
37.742,-122.449,2
37.742,-122.466,4
37.742,-122.497,3
37.742,-122.506,4
37.742,-122.465,1
37.742,-122.479,6
37.742,-122.436,10
37.742,-122.383,9
37.742,-122.462,10
37.742,-122.453,2
37.742,-122.452,3
37.742,-122.476,1
37.742,-122.425,7
37.742,-122.438,2
37.742,-122.455,1
37.742,-122.475,2
37.742,-122.381,6
37.742,-122.464,2
37.742,-122.451,1
37.742,-122.437,2
37.742,-122.459,1
37.742,-122.501,1
37.742,-122.385,4
37.742,-122.463,1
37.743,-122.384,25
37.743,-122.424,20
37.743,-122.49,3
37.743,-122.486,6
37.743,-122.386,4
37.743,-122.389,9
37.743,-122.381,17
37.743,-122.495,17
37.743,-122.419,17
37.743,-122.387,3
37.743,-122.407,16
37.743,-122.42,22
37.743,-122.463,13
37.743,-122.479,3
37.743,-122.469,2
37.743,-122.432,10
37.743,-122.467,14
37.743,-122.494,18
37.743,-122.484,10
37.743,-122.423,33
37.743,-122.468,9
37.743,-122.408,20
37.743,-122.433,17
37.743,-122.456,9
37.743,-122.489,6
37.743,-122.482,14
37.743,-122.485,15
37.743,-122.483,12
37.743,-122.429,8
37.743,-122.422,8
37.743,-122.478,8
37.743,-122.438,12
37.743,-122.385,4
37.743,-122.496,2
37.743,-122.418,10
37.743,-122.409,7
37.743,-122.471,3
37.743,-122.506,5
37.743,-122.488,7
37.743,-122.388,5
37.743,-122.481,10
37.743,-122.431,14
37.743,-122.426,9
37.743,-122.43,9
37.743,-122.439,6
37.743,-122.473,7
37.743,-122.437,16
37.743,-122.505,2
37.743,-122.451,2
37.743,-122.487,3
37.743,-122.466,10
37.743,-122.457,1
37.743,-122.5,4
37.743,-122.421,13
37.743,-122.454,1
37.743,-122.477,11
37.743,-122.475,3
37.743,-122.382,21
37.743,-122.44,1
37.743,-122.47,4
37.743,-122.428,5
37.743,-122.434,7
37.743,-122.436,3
37.743,-122.464,3
37.743,-122.491,5
37.743,-122.499,5
37.743,-122.45,2
37.743,-122.493,5
37.743,-122.476,2
37.743,-122.417,12
37.743,-122.427,4
37.743,-122.461,7
37.743,-122.435,16
37.743,-122.462,6
37.743,-122.46,8
37.743,-122.474,2
37.743,-122.425,3
37.743,-122.507,1
37.743,-122.501,1
37.743,-122.492,2
37.743,-122.472,2
37.743,-122.383,5
37.743,-122.444,8
37.743,-122.455,3
37.743,-122.443,1
37.743,-122.445,2
37.744,-122.382,3
37.744,-122.421,10
37.744,-122.489,11
37.744,-122.468,5
37.744,-122.474,2
37.744,-122.438,6
37.744,-122.473,3
37.744,-122.383,22
37.744,-122.423,16
37.744,-122.46,11
37.744,-122.407,29
37.744,-122.445,10
37.744,-122.424,21
37.744,-122.443,15
37.744,-122.431,15
37.744,-122.459,13
37.744,-122.5,6
37.744,-122.427,10
37.744,-122.428,7
37.744,-122.492,4
37.744,-122.496,2
37.744,-122.465,13
37.744,-122.437,5
37.744,-122.419,19
37.744,-122.444,5
37.744,-122.384,21
37.744,-122.467,11
37.744,-122.491,6
37.744,-122.505,5
37.744,-122.43,10
37.744,-122.39,7
37.744,-122.433,13
37.744,-122.483,11
37.744,-122.485,10
37.744,-122.49,10
37.744,-122.484,9
37.744,-122.482,16
37.744,-122.493,3
37.744,-122.408,7
37.744,-122.426,12
37.744,-122.429,6
37.744,-122.425,18
37.744,-122.471,3
37.744,-122.504,3
37.744,-122.503,2
37.744,-122.455,1
37.744,-122.385,18
37.744,-122.506,4
37.744,-122.494,11
37.744,-122.495,20
37.744,-122.481,7
37.744,-122.417,18
37.744,-122.466,11
37.744,-122.462,10
37.744,-122.411,16
37.744,-122.499,2
37.744,-122.463,11
37.744,-122.41,11
37.744,-122.418,7
37.744,-122.388,6
37.744,-122.42,2
37.744,-122.399,16
37.744,-122.406,1
37.744,-122.453,1
37.744,-122.456,1
37.744,-122.387,5
37.744,-122.461,19
37.744,-122.464,10
37.744,-122.488,4
37.744,-122.502,3
37.744,-122.409,3
37.744,-122.451,2
37.744,-122.469,6
37.744,-122.486,4
37.744,-122.416,5
37.744,-122.422,11
37.744,-122.487,4
37.744,-122.452,9
37.744,-122.434,11
37.744,-122.435,6
37.744,-122.413,14
37.744,-122.386,13
37.744,-122.457,5
37.744,-122.436,5
37.744,-122.439,6
37.744,-122.398,1
37.744,-122.391,12
37.744,-122.458,6
37.744,-122.432,5
37.744,-122.404,4
37.744,-122.412,10
37.744,-122.47,4
37.744,-122.501,1
37.744,-122.446,1
37.744,-122.454,2
37.744,-122.477,1
37.744,-122.472,4
37.744,-122.475,1
37.744,-122.414,3
37.744,-122.507,1
37.745,-122.387,17
37.745,-122.422,27
37.745,-122.439,9
37.745,-122.429,13
37.745,-122.426,5
37.745,-122.411,24
37.745,-122.391,8
37.745,-122.425,25
37.745,-122.416,10
37.745,-122.462,10
37.745,-122.463,10
37.745,-122.386,11
37.745,-122.492,1
37.745,-122.385,16
37.745,-122.413,18
37.745,-122.427,13
37.745,-122.434,11
37.745,-122.495,14
37.745,-122.459,9
37.745,-122.453,3
37.745,-122.461,10
37.745,-122.421,10
37.745,-122.468,4
37.745,-122.506,2
37.745,-122.49,3
37.745,-122.452,7
37.745,-122.472,9
37.745,-122.384,6
37.745,-122.438,24
37.745,-122.408,10
37.745,-122.436,15
37.745,-122.494,14
37.745,-122.43,7
37.745,-122.46,6
37.745,-122.424,18
37.745,-122.407,22
37.745,-122.469,4
37.745,-122.464,15
37.745,-122.42,11
37.745,-122.481,7
37.745,-122.437,7
37.745,-122.414,19
37.745,-122.417,15
37.745,-122.47,2
37.745,-122.489,3
37.745,-122.474,3
37.745,-122.488,3
37.745,-122.486,7
37.745,-122.491,3
37.745,-122.418,13
37.745,-122.423,10
37.745,-122.39,1
37.745,-122.419,14
37.745,-122.484,6
37.745,-122.409,9
37.745,-122.455,2
37.745,-122.433,5
37.745,-122.493,9
37.745,-122.483,16
37.745,-122.412,8
37.745,-122.503,3
37.745,-122.479,2
37.745,-122.444,15
37.745,-122.482,12
37.745,-122.478,3
37.745,-122.446,3
37.745,-122.44,6
37.745,-122.4,3
37.745,-122.445,3
37.745,-122.466,17
37.745,-122.485,10
37.745,-122.392,8
37.745,-122.467,14
37.745,-122.415,9
37.745,-122.497,1
37.745,-122.435,2
37.745,-122.476,3
37.745,-122.457,1
37.745,-122.465,12
37.745,-122.475,2
37.745,-122.432,3
37.745,-122.458,1
37.745,-122.502,3
37.745,-122.443,2
37.745,-122.431,8
37.745,-122.504,3
37.745,-122.403,1
37.745,-122.406,14
37.745,-122.401,2
37.745,-122.471,13
37.745,-122.41,2
37.745,-122.404,1
37.745,-122.487,3
37.745,-122.473,3
37.745,-122.441,1
37.745,-122.428,5
37.745,-122.442,1
37.745,-122.393,5
37.746,-122.423,5
37.746,-122.435,13
37.746,-122.427,13
37.746,-122.414,19
37.746,-122.446,20
37.746,-122.436,10
37.746,-122.422,20
37.746,-122.494,12
37.746,-122.408,18
37.746,-122.438,29
37.746,-122.392,3
37.746,-122.434,19
37.746,-122.424,10
37.746,-122.41,16
37.746,-122.444,10
37.746,-122.387,9
37.746,-122.471,6
37.746,-122.409,8
37.746,-122.437,8
37.746,-122.506,9
37.746,-122.502,3
37.746,-122.482,11
37.746,-122.393,9
37.746,-122.425,17
37.746,-122.491,4
37.746,-122.493,7
37.746,-122.457,7
37.746,-122.417,15
37.746,-122.415,12
37.746,-122.431,14
37.746,-122.466,8
37.746,-122.407,10
37.746,-122.464,20
37.746,-122.467,6
37.746,-122.495,21
37.746,-122.421,8
37.746,-122.483,10
37.746,-122.485,7
37.746,-122.402,12
37.746,-122.505,1
37.746,-122.492,2
37.746,-122.484,8
37.746,-122.452,2
37.746,-122.489,9
37.746,-122.49,4
37.746,-122.447,3
37.746,-122.404,1
37.746,-122.474,5
37.746,-122.429,19
37.746,-122.486,10
37.746,-122.463,11
37.746,-122.458,11
37.746,-122.433,9
37.746,-122.419,9
37.746,-122.413,10
37.746,-122.406,5
37.746,-122.499,1
37.746,-122.461,8
37.746,-122.385,3
37.746,-122.432,5
37.746,-122.507,5
37.746,-122.462,15
37.746,-122.418,9
37.746,-122.472,5
37.746,-122.46,4
37.746,-122.5,3
37.746,-122.411,9
37.746,-122.384,5
37.746,-122.503,2
37.746,-122.44,9
37.746,-122.459,10
37.746,-122.468,1
37.746,-122.383,3
37.746,-122.43,6
37.746,-122.504,3
37.746,-122.465,9
37.746,-122.42,19
37.746,-122.45,10
37.746,-122.382,5
37.746,-122.416,4
37.746,-122.47,1
37.746,-122.497,1
37.746,-122.428,9
37.746,-122.496,1
37.746,-122.379,5
37.746,-122.449,9
37.746,-122.381,6
37.746,-122.426,8
37.746,-122.412,4
37.746,-122.475,1
37.746,-122.473,1
37.746,-122.455,1
37.746,-122.38,2
37.746,-122.439,5
37.746,-122.388,6
37.746,-122.445,32
37.746,-122.456,1
37.746,-122.487,1
37.746,-122.394,3
37.746,-122.443,1
37.746,-122.481,1
37.746,-122.395,3
37.746,-122.405,2
37.746,-122.501,1
37.746,-122.401,2
37.746,-122.442,2
37.746,-122.478,1
37.747,-122.416,16
37.747,-122.435,11
37.747,-122.433,21
37.747,-122.464,19
37.747,-122.418,5
37.747,-122.436,22
37.747,-122.412,10
37.747,-122.497,2
37.747,-122.417,14
37.747,-122.434,14
37.747,-122.422,20
37.747,-122.425,22
37.747,-122.415,13
37.747,-122.419,5
37.747,-122.5,1
37.747,-122.444,7
37.747,-122.429,12
37.747,-122.459,3
37.747,-122.421,2
37.747,-122.393,1
37.747,-122.413,10
37.747,-122.401,2
37.747,-122.408,16
37.747,-122.447,12
37.747,-122.494,9
37.747,-122.457,6
37.747,-122.504,6
37.747,-122.474,3
37.747,-122.483,6
37.747,-122.46,14
37.747,-122.406,10
37.747,-122.407,15
37.747,-122.395,9
37.747,-122.414,16
37.747,-122.471,5
37.747,-122.432,20
37.747,-122.388,11
37.747,-122.466,8
37.747,-122.427,14
37.747,-122.438,15
37.747,-122.431,8
37.747,-122.482,2
37.747,-122.462,13
37.747,-122.461,19
37.747,-122.387,2
37.747,-122.409,9
37.747,-122.423,7
37.747,-122.458,1
37.747,-122.495,22
37.747,-122.43,14
37.747,-122.463,16
37.747,-122.41,5
37.747,-122.405,2
37.747,-122.507,4
37.747,-122.493,1
37.747,-122.476,4
37.747,-122.411,7
37.747,-122.477,2
37.747,-122.465,6
37.747,-122.446,19
37.747,-122.389,3
37.747,-122.475,6
37.747,-122.486,3
37.747,-122.428,6
37.747,-122.42,2
37.747,-122.44,1
37.747,-122.508,1
37.747,-122.426,8
37.747,-122.479,4
37.747,-122.445,3
37.747,-122.491,3
37.747,-122.396,3
37.747,-122.502,3
37.747,-122.473,3
37.747,-122.398,3
37.747,-122.424,7
37.747,-122.487,1
37.747,-122.478,2
37.747,-122.437,10
37.747,-122.506,7
37.747,-122.47,6
37.747,-122.505,4
37.747,-122.468,6
37.747,-122.467,1
37.747,-122.469,10
37.747,-122.451,2
37.747,-122.472,3
37.747,-122.501,1
37.747,-122.503,1
37.747,-122.394,2
37.747,-122.49,1
37.747,-122.484,1
37.748,-122.415,21
37.748,-122.429,24
37.748,-122.495,38
37.748,-122.431,20
37.748,-122.506,2
37.748,-122.419,19
37.748,-122.464,17
37.748,-122.463,16
37.748,-122.503,4
37.748,-122.422,17
37.748,-122.406,9
37.748,-122.407,6
37.748,-122.473,4
37.748,-122.423,16
37.748,-122.428,19
37.748,-122.41,15
37.748,-122.474,3
37.748,-122.418,15
37.748,-122.486,6
37.748,-122.468,3
37.748,-122.416,10
37.748,-122.43,14
37.748,-122.427,11
37.748,-122.425,28
37.748,-122.462,18
37.748,-122.507,3
37.748,-122.494,2
37.748,-122.461,21
37.748,-122.46,17
37.748,-122.42,8
37.748,-122.484,2
37.748,-122.441,1
37.748,-122.479,5
37.748,-122.483,4
37.748,-122.436,13
37.748,-122.414,22
37.748,-122.469,4
37.748,-122.434,16
37.748,-122.426,18
37.748,-122.478,3
37.748,-122.412,19
37.748,-122.444,3
37.748,-122.499,1
37.748,-122.409,11
37.748,-122.498,5
37.748,-122.411,14
37.748,-122.387,10
37.748,-122.505,1
37.748,-122.39,7
37.748,-122.424,12
37.748,-122.438,8
37.748,-122.391,2
37.748,-122.437,9
37.748,-122.465,13
37.748,-122.504,4
37.748,-122.408,15
37.748,-122.475,3
37.748,-122.421,15
37.748,-122.435,9
37.748,-122.432,8
37.748,-122.405,4
37.748,-122.389,10
37.748,-122.493,6
37.748,-122.49,3
37.748,-122.481,9
37.748,-122.388,6
37.748,-122.433,12
37.748,-122.5,2
37.748,-122.417,13
37.748,-122.472,1
37.748,-122.386,1
37.748,-122.482,6
37.748,-122.485,4
37.748,-122.413,16
37.748,-122.489,1
37.748,-122.443,10
37.748,-122.402,5
37.748,-122.447,1
37.748,-122.445,2
37.748,-122.459,1
37.748,-122.395,1
37.748,-122.492,1
37.748,-122.496,1
37.749,-122.416,8
37.749,-122.409,26
37.749,-122.41,11
37.749,-122.426,8
37.749,-122.463,21
37.749,-122.425,24
37.749,-122.481,1
37.749,-122.468,3
37.749,-122.387,13
37.749,-122.418,3
37.749,-122.408,7
37.749,-122.39,10
37.749,-122.407,16
37.749,-122.413,8
37.749,-122.443,5
37.749,-122.462,11
37.749,-122.495,28
37.749,-122.472,11
37.749,-122.492,5
37.749,-122.429,7
37.749,-122.427,16
37.749,-122.42,13
37.749,-122.388,6
37.749,-122.486,1
37.749,-122.5,3
37.749,-122.406,11
37.749,-122.507,8
37.749,-122.46,1
37.749,-122.47,2
37.749,-122.465,21
37.749,-122.436,12
37.749,-122.423,12
37.749,-122.469,1
37.749,-122.424,14
37.749,-122.479,7
37.749,-122.414,10
37.749,-122.411,8
37.749,-122.473,9
37.749,-122.488,3
37.749,-122.437,8
37.749,-122.422,5
37.749,-122.478,5
37.749,-122.464,17
37.749,-122.417,8
37.749,-122.434,6
37.749,-122.477,8
37.749,-122.419,14
37.749,-122.438,8
37.749,-122.432,13
37.749,-122.503,2
37.749,-122.44,9
37.749,-122.439,22
37.749,-122.475,5
37.749,-122.435,6
37.749,-122.496,1
37.749,-122.412,8
37.749,-122.474,2
37.749,-122.433,6
37.749,-122.415,3
37.749,-122.43,12
37.749,-122.421,17
37.749,-122.493,2
37.749,-122.402,14
37.749,-122.431,3
37.749,-122.466,3
37.749,-122.505,1
37.749,-122.467,2
37.749,-122.441,6
37.749,-122.428,10
37.749,-122.442,3
37.749,-122.401,13
37.749,-122.445,1
37.749,-122.4,5
37.749,-122.508,1
37.75,-122.413,12
37.75,-122.421,15
37.75,-122.495,23
37.75,-122.415,9
37.75,-122.402,1
37.75,-122.464,16
37.75,-122.409,16
37.75,-122.424,16
37.75,-122.474,1
37.75,-122.507,5
37.75,-122.475,4
37.75,-122.416,5
37.75,-122.439,7
37.75,-122.407,10
37.75,-122.436,13
37.75,-122.388,10
37.75,-122.427,13
37.75,-122.411,7
37.75,-122.406,8
37.75,-122.438,11
37.75,-122.387,7
37.75,-122.437,7
37.75,-122.425,25
37.75,-122.432,9
37.75,-122.463,19
37.75,-122.435,10
37.75,-122.419,7
37.75,-122.423,16
37.75,-122.465,13
37.75,-122.42,7
37.75,-122.414,17
37.75,-122.391,9
37.75,-122.408,7
37.75,-122.488,5
37.75,-122.477,3
37.75,-122.442,11
37.75,-122.441,4
37.75,-122.472,4
37.75,-122.399,1
37.75,-122.434,6
37.75,-122.479,1
37.75,-122.433,12
37.75,-122.504,2
37.75,-122.41,1
37.75,-122.493,3
37.75,-122.398,2
37.75,-122.417,1
37.75,-122.429,8
37.75,-122.412,9
37.75,-122.5,6
37.75,-122.506,3
37.75,-122.444,3
37.75,-122.44,8
37.75,-122.431,5
37.75,-122.397,1
37.75,-122.494,2
37.75,-122.503,1
37.75,-122.43,12
37.75,-122.39,8
37.75,-122.478,8
37.75,-122.481,3
37.75,-122.393,2
37.75,-122.462,6
37.75,-122.508,1
37.75,-122.501,4
37.75,-122.422,9
37.75,-122.395,2
37.75,-122.487,1
37.75,-122.428,6
37.75,-122.389,4
37.75,-122.466,4
37.75,-122.403,1
37.75,-122.426,7
37.75,-122.451,1
37.75,-122.443,4
37.75,-122.48,5
37.75,-122.486,1
37.75,-122.49,2
37.75,-122.418,2
37.75,-122.505,1
37.75,-122.468,1
37.75,-122.473,1
37.751,-122.439,12
37.751,-122.414,18
37.751,-122.436,13
37.751,-122.478,3
37.751,-122.432,14
37.751,-122.465,9
37.751,-122.435,12
37.751,-122.473,8
37.751,-122.419,5
37.751,-122.477,2
37.751,-122.415,13
37.751,-122.491,4
37.751,-122.464,12
37.751,-122.441,17
37.751,-122.421,21
37.751,-122.438,9
37.751,-122.434,14
37.751,-122.443,7
37.751,-122.429,14
37.751,-122.468,2
37.751,-122.388,15
37.751,-122.406,4
37.751,-122.402,15
37.751,-122.507,8
37.751,-122.467,7
37.751,-122.425,24
37.751,-122.486,5
37.751,-122.495,23
37.751,-122.387,7
37.751,-122.506,3
37.751,-122.407,5
37.751,-122.401,16
37.751,-122.462,7
37.751,-122.43,9
37.751,-122.42,3
37.751,-122.472,1
37.751,-122.427,9
37.751,-122.409,15
37.751,-122.418,20
37.751,-122.442,10
37.751,-122.416,8
37.751,-122.431,12
37.751,-122.41,7
37.751,-122.5,8
37.751,-122.391,2
37.751,-122.433,9
37.751,-122.413,15
37.751,-122.408,10
37.751,-122.475,2
37.751,-122.4,4
37.751,-122.411,3
37.751,-122.444,10
37.751,-122.422,3
37.751,-122.487,3
37.751,-122.423,20
37.751,-122.49,2
37.751,-122.471,1
37.751,-122.424,5
37.751,-122.417,5
37.751,-122.463,12
37.751,-122.428,9
37.751,-122.474,7
37.751,-122.466,9
37.751,-122.488,1
37.751,-122.44,6
37.751,-122.396,2
37.751,-122.426,8
37.751,-122.479,2
37.751,-122.492,1
37.751,-122.412,11
37.751,-122.399,1
37.751,-122.496,4
37.751,-122.489,2
37.751,-122.45,2
37.751,-122.437,12
37.751,-122.504,1
37.751,-122.494,1
37.751,-122.48,2
37.751,-122.446,1
37.751,-122.404,3
37.751,-122.455,1
37.751,-122.499,7
37.751,-122.39,2
37.751,-122.498,4
37.751,-122.508,2
37.751,-122.497,10
37.751,-122.481,1
37.751,-122.449,1
37.751,-122.482,1
37.752,-122.401,15
37.752,-122.412,20
37.752,-122.473,18
37.752,-122.421,6
37.752,-122.464,19
37.752,-122.426,9
37.752,-122.475,6
37.752,-122.436,17
37.752,-122.431,12
37.752,-122.422,15
37.752,-122.495,39
37.752,-122.465,8
37.752,-122.424,15
37.752,-122.429,13
37.752,-122.414,24
37.752,-122.441,13
37.752,-122.418,28
37.752,-122.425,28
37.752,-122.423,21
37.752,-122.493,3
37.752,-122.405,11
37.752,-122.397,1
37.752,-122.432,9
37.752,-122.404,9
37.752,-122.442,14
37.752,-122.402,8
37.752,-122.463,5
37.752,-122.409,13
37.752,-122.43,20
37.752,-122.428,7
37.752,-122.408,5
37.752,-122.47,4
37.752,-122.387,9
37.752,-122.5,1
37.752,-122.434,10
37.752,-122.415,13
37.752,-122.419,13
37.752,-122.474,10
37.752,-122.467,4
37.752,-122.48,3
37.752,-122.494,2
37.752,-122.44,9
37.752,-122.407,9
37.752,-122.499,1
37.752,-122.45,3
37.752,-122.406,11
37.752,-122.391,10
37.752,-122.472,6
37.752,-122.452,5
37.752,-122.49,6
37.752,-122.508,1
37.752,-122.439,8
37.752,-122.416,9
37.752,-122.486,9
37.752,-122.489,1
37.752,-122.496,3
37.752,-122.488,5
37.752,-122.492,3
37.752,-122.427,6
37.752,-122.438,7
37.752,-122.468,5
37.752,-122.413,5
37.752,-122.388,10
37.752,-122.491,3
37.752,-122.403,11
37.752,-122.504,2
37.752,-122.437,11
37.752,-122.41,2
37.752,-122.393,3
37.752,-122.444,1
37.752,-122.4,10
37.752,-122.435,4
37.752,-122.42,7
37.752,-122.399,8
37.752,-122.497,1
37.752,-122.39,1
37.752,-122.433,8
37.752,-122.484,6
37.752,-122.507,1
37.752,-122.411,2
37.752,-122.482,4
37.752,-122.485,6
37.752,-122.481,3
37.752,-122.478,2
37.752,-122.396,5
37.752,-122.417,13
37.752,-122.477,7
37.752,-122.479,3
37.752,-122.394,11
37.752,-122.389,7
37.752,-122.466,1
37.752,-122.476,2
37.752,-122.458,1
37.753,-122.432,15
37.753,-122.415,10
37.753,-122.413,14
37.753,-122.436,9
37.753,-122.44,15
37.753,-122.426,14
37.753,-122.424,18
37.753,-122.387,1
37.753,-122.412,25
37.753,-122.423,14
37.753,-122.421,10
37.753,-122.441,20
37.753,-122.388,12
37.753,-122.392,1
37.753,-122.394,10
37.753,-122.414,23
37.753,-122.427,10
37.753,-122.425,32
37.753,-122.402,14
37.753,-122.411,11
37.753,-122.498,6
37.753,-122.391,11
37.753,-122.495,26
37.753,-122.468,5
37.753,-122.438,14
37.753,-122.484,10
37.753,-122.439,15
37.753,-122.418,15
37.753,-122.403,11
37.753,-122.408,13
37.753,-122.404,14
37.753,-122.499,2
37.753,-122.405,3
37.753,-122.419,14
37.753,-122.429,15
37.753,-122.466,7
37.753,-122.416,14
37.753,-122.492,2
37.753,-122.465,11
37.753,-122.409,19
37.753,-122.483,1
37.753,-122.401,14
37.753,-122.4,7
37.753,-122.407,17
37.753,-122.42,12
37.753,-122.485,14
37.753,-122.393,8
37.753,-122.445,5
37.753,-122.43,9
37.753,-122.39,11
37.753,-122.464,5
37.753,-122.472,9
37.753,-122.434,7
37.753,-122.437,16
37.753,-122.41,20
37.753,-122.452,1
37.753,-122.406,6
37.753,-122.467,5
37.753,-122.422,11
37.753,-122.501,2
37.753,-122.474,3
37.753,-122.494,4
37.753,-122.428,5
37.753,-122.47,2
37.753,-122.435,10
37.753,-122.507,1
37.753,-122.486,11
37.753,-122.504,2
37.753,-122.473,2
37.753,-122.456,1
37.753,-122.389,1
37.753,-122.508,1
37.753,-122.386,3
37.753,-122.433,7
37.753,-122.505,6
37.753,-122.476,1
37.753,-122.487,2
37.753,-122.399,4
37.753,-122.385,2
37.753,-122.493,5
37.753,-122.431,11
37.753,-122.475,2
37.753,-122.481,2
37.753,-122.444,1
37.753,-122.502,2
37.753,-122.395,1
37.753,-122.398,1
37.753,-122.5,2
37.753,-122.478,1
37.753,-122.496,4
37.753,-122.49,1
37.753,-122.442,1
37.753,-122.479,2
37.753,-122.497,1
37.753,-122.417,1
37.753,-122.491,2
37.754,-122.508,6
37.754,-122.472,6
37.754,-122.485,9
37.754,-122.436,15
37.754,-122.432,11
37.754,-122.441,6
37.754,-122.428,24
37.754,-122.434,11
37.754,-122.491,2
37.754,-122.412,25
37.754,-122.39,41
37.754,-122.391,11
37.754,-122.414,23
37.754,-122.401,9
37.754,-122.425,22
37.754,-122.402,15
37.754,-122.497,6
37.754,-122.388,13
37.754,-122.49,6
37.754,-122.459,2
37.754,-122.43,15
37.754,-122.439,17
37.754,-122.424,10
37.754,-122.422,11
37.754,-122.409,19
37.754,-122.427,7
37.754,-122.42,17
37.754,-122.494,9
37.754,-122.438,8
37.754,-122.495,24
37.754,-122.435,7
37.754,-122.478,8
37.754,-122.429,15
37.754,-122.418,7
37.754,-122.403,9
37.754,-122.408,9
37.754,-122.411,9
37.754,-122.415,14
37.754,-122.489,8
37.754,-122.41,8
37.754,-122.493,6
37.754,-122.423,17
37.754,-122.419,6
37.754,-122.488,5
37.754,-122.453,2
37.754,-122.405,8
37.754,-122.406,4
37.754,-122.464,1
37.754,-122.487,3
37.754,-122.492,7
37.754,-122.455,1
37.754,-122.433,8
37.754,-122.467,5
37.754,-122.465,4
37.754,-122.499,5
37.754,-122.474,11
37.754,-122.484,13
37.754,-122.482,9
37.754,-122.486,7
37.754,-122.417,5
37.754,-122.404,6
37.754,-122.442,6
37.754,-122.421,17
37.754,-122.426,14
37.754,-122.399,9
37.754,-122.407,4
37.754,-122.496,2
37.754,-122.393,1
37.754,-122.431,6
37.754,-122.437,9
37.754,-122.468,2
37.754,-122.4,4
37.754,-122.483,8
37.754,-122.413,5
37.754,-122.481,6
37.754,-122.416,7
37.754,-122.389,12
37.754,-122.386,7
37.754,-122.479,5
37.754,-122.466,2
37.754,-122.44,9
37.754,-122.477,6
37.754,-122.502,5
37.754,-122.469,3
37.754,-122.48,2
37.754,-122.473,2
37.754,-122.476,2
37.754,-122.454,3
37.754,-122.383,6
37.754,-122.385,1
37.754,-122.384,2
37.754,-122.447,1
37.754,-122.387,1
37.754,-122.509,1
37.755,-122.413,5
37.755,-122.412,11
37.755,-122.499,4
37.755,-122.482,11
37.755,-122.433,7
37.755,-122.435,11
37.755,-122.467,13
37.755,-122.425,18
37.755,-122.409,15
37.755,-122.44,14
37.755,-122.495,14
37.755,-122.419,12
37.755,-122.429,12
37.755,-122.441,1
37.755,-122.436,7
37.755,-122.408,13
37.755,-122.388,14
37.755,-122.411,8
37.755,-122.415,12
37.755,-122.484,12
37.755,-122.384,1
37.755,-122.4,31
37.755,-122.485,9
37.755,-122.401,12
37.755,-122.416,6
37.755,-122.41,6
37.755,-122.417,4
37.755,-122.496,16
37.755,-122.479,1
37.755,-122.414,17
37.755,-122.406,5
37.755,-122.421,11
37.755,-122.434,8
37.755,-122.491,5
37.755,-122.407,7
37.755,-122.42,12
37.755,-122.432,16
37.755,-122.477,2
37.755,-122.439,17
37.755,-122.423,14
37.755,-122.428,11
37.755,-122.483,11
37.755,-122.475,3
37.755,-122.431,10
37.755,-122.487,4
37.755,-122.437,8
37.755,-122.424,19
37.755,-122.402,8
37.755,-122.454,2
37.755,-122.497,3
37.755,-122.476,3
37.755,-122.43,6
37.755,-122.399,15
37.755,-122.465,10
37.755,-122.427,10
37.755,-122.474,6
37.755,-122.506,2
37.755,-122.391,13
37.755,-122.505,2
37.755,-122.466,4
37.755,-122.468,7
37.755,-122.39,6
37.755,-122.449,4
37.755,-122.507,3
37.755,-122.393,5
37.755,-122.398,3
37.755,-122.486,4
37.755,-122.503,4
37.755,-122.471,1
37.755,-122.473,1
37.755,-122.501,5
37.755,-122.397,3
37.755,-122.426,10
37.755,-122.438,6
37.755,-122.481,3
37.755,-122.387,5
37.755,-122.5,6
37.755,-122.396,2
37.755,-122.403,4
37.755,-122.392,1
37.755,-122.492,3
37.755,-122.502,2
37.755,-122.508,1
37.755,-122.455,1
37.755,-122.462,1
37.755,-122.493,1
37.755,-122.422,11
37.755,-122.456,1
37.755,-122.469,2
37.755,-122.498,1
37.755,-122.418,1
37.755,-122.442,1
37.755,-122.47,1
37.755,-122.49,1
37.755,-122.494,1
37.756,-122.482,16
